scan_id,cohort,xy_spacing,z_spacing,xy_out_of_range,z_out_of_range,either_out_of_range
DUKE_431,DUKE,1.1875,1.2000000476837158,True,False,True
DUKE_435,DUKE,0.7422000169754028,1.0,False,False,False
DUKE_437,DUKE,1.125,1.149999976158142,True,False,True
DUKE_438,DUKE,0.6640999913215637,1.2000012397766113,False,False,False
DUKE_441,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_444,DUKE,0.7031000256538391,1.1999976634979248,False,False,False
DUKE_454,DUKE,0.7142857313156128,1.0,False,False,False
DUKE_457,DUKE,1.1875,1.100000023841858,True,False,True
DUKE_464,DUKE,0.8035714030265808,1.100000023841858,False,False,False
DUKE_465,DUKE,0.7422000169754028,1.0999988317489624,False,False,False
DUKE_468,DUKE,0.5859000086784363,1.499997615814209,True,True,True
DUKE_470,DUKE,0.7226999998092651,1.099998950958252,False,False,False
DUKE_474,DUKE,0.8370535969734192,1.2000000476837158,False,False,False
DUKE_480,DUKE,0.7031000256538391,0.9999994039535522,False,False,False
DUKE_482,DUKE,0.78125,1.0,False,False,False
DUKE_486,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_489,DUKE,0.7589285969734192,1.100000023841858,False,False,False
DUKE_491,DUKE,0.7031000256538391,0.9999988675117493,False,False,False
DUKE_501,DUKE,0.7031000256538391,0.9999971389770508,False,True,True
DUKE_506,DUKE,0.7589285969734192,1.0999999046325684,False,False,False
DUKE_507,DUKE,0.7422000169754028,1.0,False,False,False
DUKE_508,DUKE,0.7031000256538391,1.0000022649765015,False,False,False
DUKE_512,DUKE,0.78125,1.0,False,False,False
DUKE_514,DUKE,0.7031000256538391,1.0,False,False,False
DUKE_517,DUKE,0.6836000084877014,1.0,False,False,False
DUKE_521,DUKE,0.625,0.9999982714653015,False,True,True
DUKE_525,DUKE,0.7422000169754028,0.9999979734420776,False,True,True
DUKE_527,DUKE,0.8035714030265808,1.0,False,False,False
DUKE_530,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_534,DUKE,0.8035714030265808,1.0,False,False,False
DUKE_535,DUKE,0.7813000082969666,1.1999993324279785,False,False,False
DUKE_539,DUKE,0.6640999913215637,0.9999988675117493,False,False,False
DUKE_541,DUKE,0.7142857313156128,1.100000023841858,False,False,False
DUKE_543,DUKE,0.7031000256538391,1.3000024557113647,False,True,True
DUKE_545,DUKE,0.8482142686843872,1.100000023841858,False,False,False
DUKE_546,DUKE,0.78125,1.0,False,False,False
DUKE_552,DUKE,0.5859000086784363,1.600000023841858,True,True,True
DUKE_558,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_559,DUKE,0.7589285969734192,1.100000023841858,False,False,False
DUKE_560,DUKE,0.6836000084877014,1.1999993324279785,False,False,False
DUKE_562,DUKE,0.78125,1.0,False,False,False
DUKE_567,DUKE,0.7813000082969666,0.9999973773956299,False,True,True
DUKE_568,DUKE,0.8035714030265808,1.100000023841858,False,False,False
DUKE_573,DUKE,0.7422000169754028,1.0,False,False,False
DUKE_577,DUKE,0.7589285969734192,1.0,False,False,False
DUKE_585,DUKE,0.5859000086784363,0.9999964833259583,True,True,True
DUKE_590,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_592,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_595,DUKE,0.7589285969734192,1.0,False,False,False
DUKE_597,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_605,DUKE,0.7589285969734192,1.100000023841858,False,False,False
DUKE_607,DUKE,0.8482142686843872,1.0,False,False,False
DUKE_609,DUKE,0.7031000256538391,1.0,False,False,False
DUKE_610,DUKE,0.6836000084877014,1.1999971866607666,False,False,False
DUKE_612,DUKE,0.8705357313156128,1.2999999523162842,False,True,True
DUKE_614,DUKE,1.125,1.0999999046325684,True,False,True
DUKE_615,DUKE,0.7031000256538391,1.100000023841858,False,False,False
DUKE_616,DUKE,0.6640999913215637,1.0000022649765015,False,False,False
DUKE_618,DUKE,0.7422000169754028,1.0,False,False,False
DUKE_623,DUKE,0.7813000082969666,1.0999979972839355,False,False,False
DUKE_633,DUKE,0.7031000256538391,0.9999979734420776,False,True,True
DUKE_636,DUKE,0.6836000084877014,1.0,False,False,False
DUKE_640,DUKE,0.625,1.0,False,False,False
DUKE_641,DUKE,0.78125,1.0,False,False,False
DUKE_642,DUKE,0.6640999913215637,1.0999987125396729,False,False,False
DUKE_645,DUKE,0.78125,1.0,False,False,False
DUKE_650,DUKE,0.7031000256538391,1.0,False,False,False
DUKE_651,DUKE,1.125,1.100000023841858,True,False,True
DUKE_652,DUKE,0.6836000084877014,1.0,False,False,False
DUKE_656,DUKE,0.7142857313156128,1.0,False,False,False
DUKE_660,DUKE,0.7031000256538391,1.1000009775161743,False,False,False
DUKE_662,DUKE,0.78125,1.0,False,False,False
DUKE_663,DUKE,0.6640999913215637,1.0000019073486328,False,False,False
DUKE_666,DUKE,0.7422000169754028,1.1000009775161743,False,False,False
DUKE_670,DUKE,0.5273000001907349,1.0,True,False,True
DUKE_672,DUKE,0.7031000256538391,1.2000000476837158,False,False,False
DUKE_677,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_679,DUKE,0.7142857313156128,1.0,False,False,False
DUKE_681,DUKE,0.625,1.100000023841858,False,False,False
DUKE_684,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_685,DUKE,0.5859000086784363,1.0,True,False,True
DUKE_686,DUKE,0.7031000256538391,1.0,False,False,False
DUKE_687,DUKE,0.7031000256538391,1.099996566772461,False,False,False
DUKE_688,DUKE,0.7813000082969666,1.2000017166137695,False,False,False
DUKE_691,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_693,DUKE,0.7589285969734192,1.0,False,False,False
DUKE_694,DUKE,0.7031000256538391,1.0000022649765015,False,False,False
DUKE_697,DUKE,0.8258928656578064,1.0,False,False,False
DUKE_710,DUKE,0.7589285969734192,1.100000023841858,False,False,False
DUKE_717,DUKE,0.8928571343421936,1.1200000047683716,False,False,False
DUKE_718,DUKE,0.8035714030265808,1.2999999523162842,False,True,True
DUKE_723,DUKE,0.6640999913215637,1.0000027418136597,False,False,False
DUKE_724,DUKE,0.8705357313156128,1.0,False,False,False
DUKE_725,DUKE,0.7589285969734192,1.0,False,False,False
DUKE_735,DUKE,0.625,1.599998950958252,False,True,True
DUKE_746,DUKE,0.6836000084877014,1.0,False,False,False
DUKE_751,DUKE,0.6640999913215637,1.2999980449676514,False,True,True
DUKE_754,DUKE,0.78125,1.100000023841858,False,False,False
DUKE_757,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_758,DUKE,0.7422000169754028,1.1999993324279785,False,False,False
DUKE_762,DUKE,0.625,0.999998927116394,False,False,False
DUKE_765,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_774,DUKE,0.625,1.1000010967254639,False,False,False
DUKE_775,DUKE,0.6836000084877014,1.0999994277954102,False,False,False
DUKE_776,DUKE,0.8928571343421936,1.0,False,False,False
DUKE_778,DUKE,0.9821428656578064,1.0,False,False,False
DUKE_780,DUKE,0.78125,1.0,False,False,False
DUKE_789,DUKE,0.7616999745368958,1.0000005960464478,False,False,False
DUKE_790,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_792,DUKE,0.7422000169754028,1.0000004768371582,False,False,False
DUKE_797,DUKE,1.125,1.100000023841858,True,False,True
DUKE_799,DUKE,0.7142857313156128,1.0,False,False,False
DUKE_804,DUKE,0.6836000084877014,1.0,False,False,False
DUKE_805,DUKE,1.0,1.0999999046325684,False,False,False
DUKE_809,DUKE,0.7031000256538391,1.000001311302185,False,False,False
DUKE_812,DUKE,0.6836000084877014,1.0,False,False,False
DUKE_816,DUKE,0.6836000084877014,1.099997878074646,False,False,False
DUKE_817,DUKE,0.625,1.3000012636184692,False,True,True
DUKE_822,DUKE,0.7031000256538391,0.9999988675117493,False,False,False
DUKE_830,DUKE,0.7589285969734192,1.0,False,False,False
DUKE_831,DUKE,0.7031000256538391,1.1000006198883057,False,False,False
DUKE_832,DUKE,0.5859000086784363,1.1999993324279785,True,False,True
DUKE_833,DUKE,0.6640999913215637,0.9999988079071045,False,False,False
DUKE_834,DUKE,0.7031000256538391,1.0,False,False,False
DUKE_836,DUKE,0.5663999915122986,1.0,True,False,True
DUKE_839,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_847,DUKE,0.7366071343421936,1.100000023841858,False,False,False
DUKE_850,DUKE,0.7142857313156128,1.0,False,False,False
DUKE_860,DUKE,0.6836000084877014,0.9999994039535522,False,False,False
DUKE_865,DUKE,0.6054999828338623,0.9999967813491821,False,True,True
DUKE_869,DUKE,0.5859000086784363,1.0000017881393433,True,False,True
DUKE_873,DUKE,0.7813000082969666,1.1999988555908203,False,False,False
DUKE_874,DUKE,0.7813000082969666,1.099997639656067,False,False,False
DUKE_879,DUKE,0.7226999998092651,0.9999978542327881,False,True,True
DUKE_882,DUKE,0.6836000084877014,1.0,False,False,False
DUKE_883,DUKE,0.8035714030265808,1.100000023841858,False,False,False
DUKE_884,DUKE,0.7031000256538391,1.2000000476837158,False,False,False
DUKE_885,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_886,DUKE,0.78125,1.0,False,False,False
DUKE_891,DUKE,0.7031000256538391,1.0,False,False,False
DUKE_899,DUKE,0.5663999915122986,1.0,True,False,True
DUKE_907,DUKE,0.7589285969734192,1.100000023841858,False,False,False
DUKE_914,DUKE,0.6640999913215637,1.0,False,False,False
DUKE_915,DUKE,0.6836000084877014,1.0,False,False,False
DUKE_916,DUKE,0.6640999913215637,1.2999999523162842,False,True,True
DUKE_917,DUKE,0.7031000256538391,1.0999959707260132,False,False,False
ISPY1_1001,ISPY1,0.78125,2.0,False,True,True
ISPY1_1002,ISPY1,0.78125,2.0,False,True,True
ISPY1_1003,ISPY1,0.78125,2.0,False,True,True
ISPY1_1004,ISPY1,0.703125,1.5,False,True,True
ISPY1_1005,ISPY1,0.703125,1.8000000715255737,False,True,True
ISPY1_1007,ISPY1,0.703125,2.2499992847442627,False,True,True
ISPY1_1008,ISPY1,0.78125,2.0,False,True,True
ISPY1_1009,ISPY1,0.78125,2.0,False,True,True
ISPY1_1010,ISPY1,0.859375,2.0,False,True,True
ISPY1_1011,ISPY1,0.8203120231628418,2.0,False,True,True
ISPY1_1012,ISPY1,0.859375,2.0999999046325684,False,True,True
ISPY1_1013,ISPY1,0.78125,2.0,False,True,True
ISPY1_1015,ISPY1,0.78125,2.0,False,True,True
ISPY1_1016,ISPY1,0.703125,1.5,False,True,True
ISPY1_1017,ISPY1,0.78125,2.0,False,True,True
ISPY1_1021,ISPY1,0.78125,2.0,False,True,True
ISPY1_1025,ISPY1,0.78125,2.299999952316284,False,True,True
ISPY1_1027,ISPY1,0.703125,2.5,False,True,True
ISPY1_1029,ISPY1,0.78125,2.299999952316284,False,True,True
ISPY1_1030,ISPY1,0.78125,2.0,False,True,True
ISPY1_1031,ISPY1,0.78125,2.0,False,True,True
ISPY1_1032,ISPY1,0.78125,2.0,False,True,True
ISPY1_1034,ISPY1,0.703125,1.5,False,True,True
ISPY1_1035,ISPY1,0.78125,2.0000033378601074,False,True,True
ISPY1_1036,ISPY1,0.78125,2.5,False,True,True
ISPY1_1037,ISPY1,0.859375,2.5,False,True,True
ISPY1_1038,ISPY1,0.859375,2.5,False,True,True
ISPY1_1040,ISPY1,0.6249998807907104,2.0312461853027344,False,True,True
ISPY1_1041,ISPY1,0.78125,2.299999952316284,False,True,True
ISPY1_1042,ISPY1,0.703125,2.0,False,True,True
ISPY1_1049,ISPY1,0.7031270265579224,2.4999966621398926,False,True,True
ISPY1_1051,ISPY1,0.78125,1.9999998807907104,False,True,True
ISPY1_1053,ISPY1,0.78125,2.0625,False,True,True
ISPY1_1054,ISPY1,0.703125,2.499998092651367,False,True,True
ISPY1_1056,ISPY1,0.78125,2.200000047683716,False,True,True
ISPY1_1058,ISPY1,0.7031260132789612,2.500002384185791,False,True,True
ISPY1_1060,ISPY1,0.7031248807907104,1.4999985694885254,False,True,True
ISPY1_1061,ISPY1,0.8203120231628418,2.0,False,True,True
ISPY1_1062,ISPY1,0.78125,2.0,False,True,True
ISPY1_1064,ISPY1,0.78125,2.200000047683716,False,True,True
ISPY1_1065,ISPY1,0.703125,1.500001311302185,False,True,True
ISPY1_1066,ISPY1,0.7031260132789612,2.5000054836273193,False,True,True
ISPY1_1067,ISPY1,0.7031270265579224,2.5,False,True,True
ISPY1_1069,ISPY1,0.78125,2.0,False,True,True
ISPY1_1070,ISPY1,0.78125,2.0,False,True,True
ISPY1_1072,ISPY1,0.78125,2.0625,False,True,True
ISPY1_1073,ISPY1,0.7031229734420776,2.4999964237213135,False,True,True
ISPY1_1074,ISPY1,0.703125,2.0,False,True,True
ISPY1_1075,ISPY1,0.8203120231628418,2.0,False,True,True
ISPY1_1077,ISPY1,0.859375,2.200000047683716,False,True,True
ISPY1_1078,ISPY1,0.8203120231628418,2.0999999046325684,False,True,True
ISPY1_1082,ISPY1,0.78125,2.0625007152557373,False,True,True
ISPY1_1083,ISPY1,0.703125,2.5000054836273193,False,True,True
ISPY1_1084,ISPY1,0.78125,3.000004529953003,False,True,True
ISPY1_1087,ISPY1,0.703125,2.499998092651367,False,True,True
ISPY1_1088,ISPY1,0.78125,2.0,False,True,True
ISPY1_1089,ISPY1,0.78125,1.999991536140442,False,True,True
ISPY1_1090,ISPY1,0.78125,2.0624992847442627,False,True,True
ISPY1_1094,ISPY1,0.78125,2.0,False,True,True
ISPY1_1096,ISPY1,0.703125,1.5000001192092896,False,True,True
ISPY1_1097,ISPY1,0.78125,2.299999952316284,False,True,True
ISPY1_1098,ISPY1,0.7812502980232239,1.9999966621398926,False,True,True
ISPY1_1099,ISPY1,0.78125,2.000000238418579,False,True,True
ISPY1_1100,ISPY1,0.78125,2.0,False,True,True
ISPY1_1101,ISPY1,0.78125,2.0999999046325684,False,True,True
ISPY1_1102,ISPY1,0.78125,2.5000054836273193,False,True,True
ISPY1_1103,ISPY1,0.3906249701976776,3.0000007152557373,True,True,True
ISPY1_1104,ISPY1,0.859375,1.9999927282333374,False,True,True
ISPY1_1106,ISPY1,0.7812501192092896,2.0,False,True,True
ISPY1_1107,ISPY1,0.703125,2.4999947547912598,False,True,True
ISPY1_1112,ISPY1,0.7031270265579224,2.5000054836273193,False,True,True
ISPY1_1114,ISPY1,0.390625,3.0000007152557373,True,True,True
ISPY1_1117,ISPY1,0.859375,2.5999999046325684,False,True,True
ISPY1_1122,ISPY1,0.7031270265579224,2.499995470046997,False,True,True
ISPY1_1123,ISPY1,0.703125,2.499992609024048,False,True,True
ISPY1_1124,ISPY1,0.78125,2.000002861022949,False,True,True
ISPY1_1125,ISPY1,0.78125,2.000004768371582,False,True,True
ISPY1_1127,ISPY1,0.78125,2.0,False,True,True
ISPY1_1128,ISPY1,0.78125,2.0,False,True,True
ISPY1_1129,ISPY1,0.78125,2.0000030994415283,False,True,True
ISPY1_1130,ISPY1,0.7031260132789612,2.4999964237213135,False,True,True
ISPY1_1132,ISPY1,0.859375,2.200000047683716,False,True,True
ISPY1_1134,ISPY1,0.78125,1.9999998807907104,False,True,True
ISPY1_1135,ISPY1,0.78125,2.0,False,True,True
ISPY1_1136,ISPY1,0.703125,2.4999945163726807,False,True,True
ISPY1_1137,ISPY1,0.859375,2.0,False,True,True
ISPY1_1139,ISPY1,0.78125,2.5,False,True,True
ISPY1_1140,ISPY1,0.859375,2.5999999046325684,False,True,True
ISPY1_1141,ISPY1,0.78125,3.0000085830688477,False,True,True
ISPY1_1142,ISPY1,0.703125,2.4999918937683105,False,True,True
ISPY1_1144,ISPY1,0.78125,2.500004291534424,False,True,True
ISPY1_1145,ISPY1,0.78125,2.5000014305114746,False,True,True
ISPY1_1146,ISPY1,0.703125,2.500006675720215,False,True,True
ISPY1_1147,ISPY1,0.78125,2.0,False,True,True
ISPY1_1148,ISPY1,0.703125,2.0,False,True,True
ISPY1_1149,ISPY1,0.703125,2.0,False,True,True
ISPY1_1150,ISPY1,0.78125,2.0,False,True,True
ISPY1_1151,ISPY1,0.78125,2.299999952316284,False,True,True
ISPY1_1152,ISPY1,0.9375,2.5999999046325684,False,True,True
ISPY1_1155,ISPY1,0.703125,2.0,False,True,True
ISPY1_1156,ISPY1,0.390625,2.9999990463256836,True,True,True
ISPY1_1157,ISPY1,0.9765620231628418,2.799999952316284,False,True,True
ISPY1_1158,ISPY1,1.09375,2.700000047683716,True,True,True
ISPY1_1159,ISPY1,0.703125,2.0,False,True,True
ISPY1_1160,ISPY1,0.859375,1.5,False,True,True
ISPY1_1161,ISPY1,0.703125,2.5000033378601074,False,True,True
ISPY1_1163,ISPY1,0.703125,2.5000081062316895,False,True,True
ISPY1_1164,ISPY1,0.78125,2.0,False,True,True
ISPY1_1165,ISPY1,0.78125,1.9999947547912598,False,True,True
ISPY1_1166,ISPY1,0.859375,1.4999980926513672,False,True,True
ISPY1_1167,ISPY1,0.78125,1.5,False,True,True
ISPY1_1168,ISPY1,0.9765620231628418,2.299999952316284,False,True,True
ISPY1_1169,ISPY1,0.390625,3.000000476837158,True,True,True
ISPY1_1171,ISPY1,0.9375,2.299999952316284,False,True,True
ISPY1_1172,ISPY1,0.703125,2.5,False,True,True
ISPY1_1173,ISPY1,0.78125,1.999991536140442,False,True,True
ISPY1_1174,ISPY1,0.703125,2.5,False,True,True
ISPY1_1175,ISPY1,0.78125,2.0,False,True,True
ISPY1_1176,ISPY1,0.703125,2.5,False,True,True
ISPY1_1177,ISPY1,0.859375,2.0,False,True,True
ISPY1_1179,ISPY1,0.390625,3.0000011920928955,True,True,True
ISPY1_1180,ISPY1,0.78125,3.000002384185791,False,True,True
ISPY1_1181,ISPY1,0.703125,2.0,False,True,True
ISPY1_1182,ISPY1,0.9375,1.5,False,True,True
ISPY1_1183,ISPY1,0.390625,3.000000238418579,True,True,True
ISPY1_1184,ISPY1,0.78125,2.0000104904174805,False,True,True
ISPY1_1185,ISPY1,0.8984379768371582,2.200000047683716,False,True,True
ISPY1_1187,ISPY1,0.703125,3.0,False,True,True
ISPY1_1188,ISPY1,0.78125,2.499999761581421,False,True,True
ISPY1_1189,ISPY1,0.9375,2.299999952316284,False,True,True
ISPY1_1191,ISPY1,0.703125,2.500000238418579,False,True,True
ISPY1_1192,ISPY1,0.703125,2.5,False,True,True
